date,stock_id,title,source,link
2026-08-28 02:33:00,00981A,外資熱錢回籠！不只抱權值股 狂敲00403A、00981A奪冠亞軍 - 鉅亨網,鉅亨網,https://m.cnyes.com/news/id/6590339
2026-08-28 01:45:22,00981A,「1億男」坦言若買00981A已賺2700萬！郭哲榮：挑主動型ETF不如直接0050 - UDN,UDN,https://udn.com/news/story/123006/9719277
2026-08-27 21:09:46,00981A,瑤池金母發錢！00981A今戰30元關 本季配息0.7元？殖利率不輸高股息？內行最新預測來了：這數字很合理 - 旺得富理財網,旺得富理財網,https://wantrich.chinatimes.com/news/20260828900001-420401
2026-08-27 11:03:31,00981A,【00981A】08/27 操作日報｜大買華星光，減碼萬潤信驊 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoney-f08ddf28-a206-11f1-a981-34fbfa69193c
2026-08-27 11:00:56,00981A,00981A「幾乎像PCB ETF」？沈萬鈞拆2檔操盤DNA 光通訊反而不是主菜- 上市櫃 - 旺得富理財網,旺得富理財網,https://wantrich.chinatimes.com/news/20260827900003-420101
2026-08-27 10:11:57,00981A,2026/08/27 00981A今日操作明細 - CMoney,CMoney,https://www.cmoney.tw/forum/article/183338528
2026-08-27 09:49:17,00981A,【零股排行榜】盤中零股成交量TOP 20｜0050 元大台灣50、1303 南亞、2330 台積電、2609 陽明、00981A 主動統一台股增長(0826)｜豐雲學堂2026 年 08 月 - sinotrade.com.tw,sinotrade.com.tw,https://www.sinotrade.com.tw/richclub/MarketTrends/-%E9%9B%B6%E8%82%A1%E6%8E%92%E8%A1%8C%E6%A6%9C-%E7%9B%A4%E4%B8%AD%E9%9B%B6%E8%82%A1%E6%88%90%E4%BA%A4%E9%87%8FTOP-20-0050-%E5%85%83%E5%A4%A7%E5%8F%B0%E7%81%A350-1303-%E5%8D%97%E4%BA%9E-2330-%E5%8F%B0%E7%A9%8D%E9%9B%BB-2609-%E9%99%BD%E6%98%8E-00981A-%E4%B8%BB%E5%8B%95%E7%B5%B1%E4%B8%80%E5%8F%B0%E8%82%A1%E5%A2%9E%E9%95%B7--0826--6a8e837feeaefc0b3d4f7835
2026-08-27 09:11:39,00981A,主動式ETF三強比一比！達人點評00980A、00981A、00992A：瑤池金母勝出 - 三立新聞網SETN.com,三立新聞網SETN.com,https://inews.setn.com/news/1896317
2026-08-27 08:45:10,00981A,8/27 00981A 萬潤漲停照砍第四刀 - CMoney,CMoney,https://www.cmoney.tw/forum/article/183326279
2026-08-27 02:36:00,00981A,00980A、00981A、00992A誰能打？達人4大指標評比 「瑤池金母」00981A拿最高分 - FTNN 新聞,FTNN 新聞,https://www.ftnn.com.tw/news/573655
