date,stock_id,title,source,link
2026-08-25 10:45:08,3481,3481 群創- 看錯不要凹單換股就好- 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/article/183091714
2026-08-25 08:08:33,3481,3481 群創 - 台股V轉959點翻上4萬5誰買的？外資仍未回頭小賣7億元 h... - 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/article/183068925
2026-08-25 00:54:49,3481,"面板本業轉保守、先進封裝接棒！群創FOPLP月出貨破4,000萬顆八大公股砸1.1億元加碼逾2千張 - Yahoo股市",Yahoo股市,https://tw.stock.yahoo.com/news/%E9%9D%A2%E6%9D%BF%E6%9C%AC%E6%A5%AD%E8%BD%89%E4%BF%9D%E5%AE%88-%E5%85%88%E9%80%B2%E5%B0%81%E8%A3%9D%E6%8E%A5%E6%A3%92-%E7%BE%A4%E5%89%B5foplp%E6%9C%88%E5%87%BA%E8%B2%A8%E7%A0%B44-000%E8%90%AC%E9%A1%86-%E5%85%AB%E5%A4%A7%E5%85%AC%E8%82%A1%E7%A0%B81-004000144.html
2026-08-25 00:40:00,3481,"面板本業轉保守、先進封裝接棒！群創FOPLP月出貨破4,000萬顆八大公股砸1.1億元加碼逾2千張 - FTNN 新聞網",FTNN 新聞網,https://www.ftnn.com.tw/news/572802
2026-08-24 23:46:00,3481,《外資》賣超股：群創、南亞、臺企銀 - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=6281219001&PU=1002
2026-08-24 23:42:00,3481,《台北股市》外資24日賣超股：南亞、群創、台塑 - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=6281198001&PU=1002
2026-08-24 23:42:00,3481,《台北股市》三大法人24日賣超股：南亞、群創、台塑 - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=6281202001&PU=1002
2026-08-24 08:59:55,3481,群創只排第2！外資賣超第1竟是「它」 27萬股東心碎 - 自由時報,自由時報,https://stock.ltn.com.tw/article/gzhy6zzh9lub
2026-08-24 08:55:46,3481,群創只排第2！外資賣超第1竟是「它」 27萬股東心碎 - 自由財經,自由財經,https://ec.ltn.com.tw/article/breakingnews/5550608
2026-08-23 23:35:00,3481,《台北股市》外資21日賣超股：漢翔、緯創、群創 - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=6279896001&PU=1002
2026-08-23 23:35:00,3481,《台北股市》三大法人21日賣超股：漢翔、緯創、群創 - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=6279900001&PU=1002
2026-08-23 21:42:51,3481,3481 群創- 跌了不敢賣、漲20%就手癢？專家：太早停利不是賺，而是「把花拔掉留雜草」 - 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/article/182982140
2026-08-23 21:26:42,3481,3481 群創- 隨便聊- 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/article/182979736
2026-08-23 03:46:11,3481,3481 群創- 目標未到，中間皆是山腳風景，群創日記Part47 - 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/article/182878524
2026-08-22 09:00:00,3481,群創歷史天量攻漲停！含「群」量高 ETF 成焦點 - 經濟日報,經濟日報,https://money.udn.com/money/story/5618/9529252
2026-08-22 05:19:26,3481,群創你買在幾元？ 法說會後目標價分歧 - 三立新聞,三立新聞,https://inews.setn.com/news/1893348
2026-08-22 05:18:41,3481,群創你買在幾元？ 法說會後目標價分歧 - Yahoo新聞,Yahoo新聞,https://tw.news.yahoo.com/%E7%BE%A4%E5%89%B5%E4%BD%A0%E8%B2%B7%E5%9C%A8%E5%B9%BE%E5%85%83-%E6%B3%95%E8%AA%AA%E6%9C%83%E5%BE%8C%E7%9B%AE%E6%A8%99%E5%83%B9%E5%88%86%E6%AD%A7-050500837.html
2026-08-22 04:30:00,3481,下一波反彈輪到國巨、群創、聯電？專家曝3大抄底條件 這檔「賺買菜錢」就好 - FTNN 新聞網,FTNN 新聞網,https://www.ftnn.com.tw/news/572206
2026-08-22 01:56:00,3481,《台北股市》外資21日賣超股：漢翔、緯創、群創 - 富聯網,富聯網,https://ww2.money-link.com.tw/RealtimeNews/NewsContent.aspx?SN=6279128001&PU=0010
2026-08-22 01:13:00,3481,國巨、群創、聯電還在趴？專家曝抄底條件 1檔只能賺買菜錢 - TVBS新聞網,TVBS新聞網,https://news.tvbs.com.tw/money/4010918
2026-08-21 22:53:57,3481,3481 群創- 常看到有人提起台亞- 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/article/182868108
2026-08-21 16:56:09,3481,群創 挑價內外10% - UDN,UDN,https://udn.com/news/story/7255/9706549
2026-08-21 14:56:09,3481,群創 挑價內外10% - 經濟日報,經濟日報,https://money.udn.com/money/story/5739/9706549
2026-08-21 09:22:00,3481,"3481 群創- 經過疫情期間的大幅擴產與之後的庫 存調整,半導體產業一度出現... - 股市爆料同學會 - CMoney",CMoney,https://www.cmoney.tw/forum/article/182814841
2026-08-21 09:13:36,3481,台股V轉站上4萬5！群創、台光電被扒一層皮 投信前10大賣超揭曉 - 自由時報,自由時報,https://stock.ltn.com.tw/article/78etcjy2ynnx
2026-08-21 09:04:15,3481,外資買超283億！反手大砍緯創、群創 這檔倒貨2.8萬張最慘 - 自由時報,自由時報,https://stock.ltn.com.tw/article/h9fn7fyehm96
2026-08-21 09:02:00,3481,外資買超283億！反手大砍緯創、群創 這檔倒貨2.8萬張最慘 - 自由財經,自由財經,https://ec.ltn.com.tw/article/breakingnews/5547809
2026-08-21 08:34:53,3481,台股V轉站上4萬5！群創、台光電被扒一層皮 投信前10大賣超揭曉 - 自由財經,自由財經,https://ec.ltn.com.tw/article/breakingnews/5547771
2026-08-21 05:30:30,3481,3481 群創- 群創今天的走法，我反而沒那麼悲觀- 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/article/182786566
2026-08-20 21:08:07,3481,群創股價連3跌 高檔套牢股民問「70樓怎麼辦」 網友兩派論戰 - 自由時報,自由時報,https://stock.ltn.com.tw/article/zfu27asjr0jy
2026-08-20 17:21:50,3481,(3481)群創光電法說會 2026/08、群創光電財報、群創光電展望、群創光電財報投資亮點｜理柴知道:法說最速報! - 方格子 - vocus,vocus,https://vocus.cc/article/6a873790fd89780001d068df
2026-08-20 16:28:52,3481,【零股排行榜】 盤中零股成交量TOP 20｜0050 元大台灣50、00878 國泰永續高股息、2327 國巨*、2408 南亞科、3481 群創 - sinotrade.com.tw,sinotrade.com.tw,https://www.sinotrade.com.tw/richclub/MarketTrends/-%E9%9B%B6%E8%82%A1%E6%8E%92%E8%A1%8C%E6%A6%9C--%E7%9B%A4%E4%B8%AD%E9%9B%B6%E8%82%A1%E6%8E%92%E8%A1%8C%E6%A6%9CTOP-20-0050-%E5%85%83%E5%A4%A7%E5%8F%B0%E7%81%A350-00878-%E5%9C%8B%E6%B3%B0%E6%B0%B8%E7%BA%8C%E9%AB%98%E8%82%A1%E6%81%AF-2327-%E5%9C%8B%E5%B7%A8--2408-%E5%8D%97%E4%BA%9E%E7%A7%91-3481-%E7%BE%A4%E5%89%B5--0820--6a8693e240c87c0b579641b8
2026-08-20 07:30:01,3481,群創股價連3跌 高檔套牢股民問「70樓怎麼辦」 網友兩派論戰 - 自由財經,自由財經,https://ec.ltn.com.tw/article/breakingnews/5546466
2026-08-20 07:14:43,3481,【零股排行榜】 盤中零股成交量TOP 20｜0050 元大台灣50、00878 國泰永續高股息、2327 國巨*、2408 南亞科、3481 群創 - sinotrade.com.tw,sinotrade.com.tw,https://www.sinotrade.com.tw/richclub/MarketTrends/-%E9%9B%B6%E8%82%A1%E6%8E%92%E8%A1%8C%E6%A6%9C--%E7%9B%A4%E4%B8%AD%E9%9B%B6%E8%82%A1%E6%88%90%E4%BA%A4%E9%87%8FTOP-20-0050-%E5%85%83%E5%A4%A7%E5%8F%B0%E7%81%A350-00878-%E5%9C%8B%E6%B3%B0%E6%B0%B8%E7%BA%8C%E9%AB%98%E8%82%A1%E6%81%AF-2327-%E5%9C%8B%E5%B7%A8--2408-%E5%8D%97%E4%BA%9E%E7%A7%91-3481-%E7%BE%A4%E5%89%B5--0820--6a8693e240c87c0b579641b8
2026-08-20 07:09:16,3481,南亞科、華邦電、群創、台光電…台股殺千點破45K該跑還撿？阮慕驊：重點看櫃買！他喊1訊號是生死關| 今周刊 - LINE TODAY,LINE TODAY,https://today.line.me/tw/v3/article/vX8rLko
2026-08-20 05:18:59,3481,群創爆量重挫！幕後兇手曝光 百萬股東心寒 | 自由電子報 - LINE TODAY,LINE TODAY,https://today.line.me/tw/v3/article/3NPnR9E
2026-08-20 05:15:31,3481,個股評等》群創獲利結構變身！法人給目標價54元 2028前玻璃基板拚量產 | Newtalk - LINE TODAY,LINE TODAY,https://today.line.me/tw/v3/article/l2RomEX
2026-08-20 05:06:18,3481,個股評等》群創獲利結構變身！法人給目標價54元 2028前玻璃基板拚量產| 財經 - Newtalk新聞,Newtalk新聞,https://newtalk.tw/news/view/2026-08-20/1054577
2026-08-20 05:06:18,3481,個股評等》群創獲利結構變身！法人給目標價54元 2028前玻璃基板拚量產 - Yahoo新聞,Yahoo新聞,https://tw.news.yahoo.com/%E5%80%8B%E8%82%A1%E8%A9%95%E7%AD%89-%E7%BE%A4%E5%89%B5%E7%8D%B2%E5%88%A9%E7%B5%90%E6%A7%8B%E8%AE%8A%E8%BA%AB-%E6%B3%95%E4%BA%BA%E7%B5%A6%E7%9B%AE%E6%A8%99%E5%83%B954%E5%85%83-2028%E5%89%8D%E7%8E%BB%E7%92%83%E5%9F%BA%E6%9D%BF%E6%8B%9A%E9%87%8F%E7%94%A2-050618458.html
2026-08-20 04:29:14,3481,群創轉型獲利？ 官股投顧這樣評價 - tw.news.yahoo.com,tw.news.yahoo.com,https://tw.news.yahoo.com/%E7%BE%A4%E5%89%B5%E8%BD%89%E5%9E%8B%E7%8D%B2%E5%88%A9-%E5%AE%98%E8%82%A1%E6%8A%95%E9%A1%A7%E9%80%99%E6%A8%A3%E8%A9%95%E5%83%B9-042400973.html
2026-08-20 04:20:23,3481,群創轉型獲利？ 官股投顧這樣評價 - 三立新聞網SETN.com,三立新聞網SETN.com,https://inews.setn.com/news/1892503
2026-08-20 04:19:00,3481,群創轉型獲利？　官股投顧這樣評價 - 鏡週刊Mirror Media,鏡週刊Mirror Media,https://www.mirrormedia.mg/external/setn_1892503
2026-08-20 03:50:27,3481,3481 群創- 大家買群創的初心還在嗎？😎 - 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/article/182651009
2026-08-20 03:40:45,3481,群創法說講利多，外資卻砍9萬張，法人到底在怕什麼？ - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoney-ed28d4e0-9c48-11f1-9467-1e7babb4cb48
