date,stock_id,title,source,link
2026-08-28 12:23:14,00403A,00403A 主動統一升級50 - 00981A漲近2%吸金31億！00406A除息倒數吸9億主動ETF搶鏡- 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/article/183483548
2026-08-28 11:03:38,00403A,【00403A】08/28 操作日報｜減碼台積電，資金轉向光學與AI！ - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoney-1efd77f6-a2d0-11f1-b322-0eb1503e208c
2026-08-28 10:07:45,00403A,成交王不等於吸金王！00403A規模縮水 00981A、00406A逆勢成長 - UDN,UDN,https://udn.com/news/story/123006/9720473
2026-08-28 10:00:00,00403A,主動式ETF成吸金王！00403A股價漲逾1%爆量42萬張奪冠「這檔」配息加碼近8%引爆17萬張卡位 - FTNN 新聞,FTNN 新聞,https://www.ftnn.com.tw/news/574185
2026-08-28 09:35:08,00403A,【ETF籌碼週報】官股大賣0050，外資、自營商大買00403A達67億 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoney-c22c86ce-a2c3-11f1-8b62-1355baf7b120?utm_source=forum_article&utm_medium=article_link
2026-08-28 08:58:42,00403A,00403A 主動統一升級50 - 上市外資買超一週以來排行- 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/article/183454890
2026-08-28 06:13:18,00403A,台股量能重返兆元00403A 突破個股重圍奪全市場成交王| 存股族愛ETF | 股市 - UDN,UDN,https://udn.com/news/story/123006/9720002
2026-08-28 06:13:18,00403A,台股量能重返兆元 00403A 突破個股重圍 奪全市場成交王 - UDN,UDN,https://udn.com/news/amp/story/123006/9720002
2026-08-28 02:33:00,00403A,外資熱錢回籠！不只抱權值股 狂敲00403A、00981A奪冠亞軍 - 鉅亨網,鉅亨網,https://m.cnyes.com/news/id/6590339
2026-08-28 02:33:00,00403A,外資熱錢回籠！不只抱權值股 狂敲00403A、00981A奪冠亞軍 - news.cnyes.com,news.cnyes.com,https://news.cnyes.com/news/id/6590339
2026-08-27 11:01:40,00403A,【00403A】08/27 操作日報｜狠砍臻鼎與聯電，資金轉入光學與摺疊機 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoney-ae3c5b53-a206-11f1-b8ec-4e5069f0c525
2026-08-27 10:30:00,00403A,包攬定期定額冠亞！「這2檔」喜迎連三漲外資共掃進1.3萬張 再撒7億元補貨00403A - FTNN 新聞,FTNN 新聞,https://www.ftnn.com.tw/news/573893
2026-08-26 10:51:32,00403A,【00403A】08/26 操作日報｜經理人猛拉富世達，AI伺服器換手 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoney-19dffb10-a13c-11f1-ac7c-fabd728bf739
2026-08-26 10:51:16,00403A,[00403A 操作日報] 經理人猛拉富世達，AI伺服器換手 - CMoney,CMoney,https://www.cmoney.tw/forum/article/183218594
2026-08-26 10:51:15,00403A,[00403A 操作日報] 經理人猛拉富世達，AI伺服器換手 - CMoney,CMoney,https://www.cmoney.tw/forum/article/183218590
2026-08-26 10:07:41,00403A,2026/08/26 00403A今日操作明細 - CMoney,CMoney,https://www.cmoney.tw/forum/article/183212451
2026-08-26 09:33:25,00403A,8/26 00403A 十一筆調倉買九賣二 - CMoney,CMoney,https://www.cmoney.tw/forum/article/183207166
2026-08-26 09:27:05,00403A,00403A 主動統一升級50 - 8/26 外資買賣超- 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/article/183206272
2026-08-26 09:15:26,00403A,00403A 主動統一升級50 - 基金經理人加油，你落後別人好多- 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/article/183204637
2026-08-25 11:00:51,00403A,【00403A】08/25 操作日報｜散熱再加碼，重手大砍聯鈞！ - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoney-3c7a08ea-a074-11f1-89a5-880be89d055b
2026-08-25 03:31:00,00403A,台股開低後持續疲軟！「瑤池金母」與00403A同跌合炸27.3萬 兩大槓桿ETF下滑噴20萬張 - FTNN 新聞網,FTNN 新聞網,https://www.ftnn.com.tw/news/572943
2026-08-24 11:01:17,00403A,【00403A】08/24 操作日報｜盤勢震盪，經理人今天只加碼這檔 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoney-21552034-9fab-11f1-ad63-05d46c6ff826
2026-08-24 10:30:00,00403A,00403A再破發！股民一周急逃1.7萬人、外資爆砍逾1.5萬張 「這檔」年化配息飆10%也被提款 - FTNN 新聞網,FTNN 新聞網,https://www.ftnn.com.tw/news/572777
2026-08-24 10:11:25,00403A,2026/08/24 00403A今日操作明細 - CMoney,CMoney,https://www.cmoney.tw/forum/article/182959862
2026-08-24 09:55:38,00403A,8/24 00403A 一天只買一檔川湖 - CMoney,CMoney,https://www.cmoney.tw/forum/article/182957621
2026-08-24 02:24:03,00403A,ETF換股曝光！00981A減碼致茂293張 00403A狂砍強茂699張 | Newtalk - LINE TODAY,LINE TODAY,https://today.line.me/tw/v3/article/nXRrMgD
2026-08-23 19:00:00,00403A,台股ETF吸人氣0050受益人新增近150萬居冠00403A破百萬緊追其後- 日報 - 工商時報,工商時報,https://www.ctee.com.tw/news/20260824700257-439901
2026-08-23 11:30:00,00403A,外資連買5週、國家隊反手提款！「主動式ETF人氣王」單週遭砍3.5萬張居冠00403A齊入出貨名單 - FTNN 新聞網,FTNN 新聞網,https://www.ftnn.com.tw/news/572527
2026-08-23 01:55:00,00403A,股民跌破百萬大關！00403A再陷破發窘境「1.7萬人脫手急下車」 外資也由買轉賣 - FTNN 新聞網,FTNN 新聞網,https://www.ftnn.com.tw/news/572390
2026-08-21 10:54:07,00403A,【00403A】08/21 操作日報｜經理人大砍強茂，轉進創意與台燿 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoney-a2087740-9d4e-11f1-996b-451a907eb49b
2026-08-21 09:27:25,00403A,00403A 主動統一升級50 - 上市自營商買超一週以來排行- 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/article/182815541
